key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
30043,"InstanceContentType#1",0,90,"Alexander - Augen des Schöpfers (episch)","","music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b110/dunalx3b110",6480216,190,0,False,"","","BNpcBase#5170","Arrive at the Cranial Plate","Main hull reassembly",61,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#97",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30044,"InstanceContentType#1",0,90,"Alexander - Atem des Schöpfers (episch)","","music/ex1/BGM_EX1_Alex02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b220/dunalx3b220",6493963,191,0,False,"","","BNpcBase#5180","Arrive at the Slickred Drainage Ducts","Pssshkoh... Lamebrix does not...<cough>...get enough jinglyshine for...<cough>...this...",62,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#98",100,0,"InstanceContentBuff#6","Alexander - The Eyes of the Creator (Savage)",-1,0,0,0,0,False,0,0
30045,"InstanceContentType#1",0,90,"Alexander - Herz des Schöpfers (episch)","","music/ex1/BGM_EX1_Alex06.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b320/dunalx3b320",6485748,192,0,False,"","","BNpcBase#5186","Clear the Power Supply Line","Northwestern multifield",63,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#99",100,0,"InstanceContentBuff#6","Alexander - The Eyes of the Creator (Savage)",-1,0,0,0,0,False,0,0
30046,"InstanceContentType#1",0,90,"Alexander - Seele des Schöpfers (episch)","","music/ex1/BGM_EX1_Alex07.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b410/dunalx3b410",0,193,0,False,"","","BNpcBase#5193","I am Alexander...the Creator. You...who would prove yourself worthy of your utopia...will be judged.","Judgment has been rendered... The verdict of history is...",64,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",100,0,"InstanceContentBuff#6","Alexander - The Eyes of the Creator (Savage)",-1,0,0,0,0,False,0,0
30047,"InstanceContentType#1",0,120,"Dun Scaith","","music/ex1/BGM_EX1_Makosen_Field01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunzon/dunzon2r310/dunzon2r310",6610728,220,0,False,"","","BNpcBase#0","Defeat Deathgaze Hollow","Such defenses will be difficult to pierce...
But mind not his boasts! A persistent assault will prevail!",32,0,0,50,0,337200,40,0,0,56200,89920,134880,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,618200,0,"InstanceContentRewardItem#102",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30048,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30049,"InstanceContentType#1",0,90,"Deltametrie 1.0","","music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1a110/dunomg1a110",0,252,0,False,"","","BNpcBase#5629","","",65,0,0,100,0,177600,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#107",10,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30050,"InstanceContentType#1",0,90,"Deltametrie 2.0","","music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1a210/dunomg1a210",0,253,0,False,"","","BNpcBase#5631","Grrraaarrrghhh! You no like ground? I make you fly!","Grrraaarrrghhh! You no like ground? I make you fly!",66,0,0,100,0,177600,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#108",10,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30051,"InstanceContentType#1",0,90,"Deltametrie 3.0","","music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1a310/dunomg1a310",0,254,0,False,"","","BNpcBase#5633","There is no escape. You shall be a pawn in my games unto death.","Now then, let us have a race. Run, run, as fast as you can!",67,0,0,100,0,177600,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#109",10,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30052,"InstanceContentType#1",0,90,"Deltametrie 4.0","","music/ex2/BGM_EX2_Omega_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1a410/dunomg1a410",0,255,0,False,"","","BNpcBase#6052","Hahaha... You shall all be given to the void!","My true strength lies in the void, and in the void all is laid bare!",68,0,0,100,0,177600,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#110",10,0,"InstanceContentBuff#0","",-1,0,0,0,4,False,0,0
30053,"InstanceContentType#1",0,90,"Deltametrie 1.0 (episch)","","music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1b110/dunomg1b110",0,256,0,False,"","","BNpcBase#5629","","",69,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#111",100,0,"InstanceContentBuff#6","",-1,0,0,0,2,False,0,0
30054,"InstanceContentType#1",0,90,"Deltametrie 2.0 (episch)","","music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1b210/dunomg1b210",0,257,0,False,"","","BNpcBase#5631","Grrraaarrrghhh! You no like ground? I make you fly!","Grrraaarrrghhh! You no like ground? I make you fly!",70,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#112",100,0,"InstanceContentBuff#6","Deltascape V1.0 (Savage)",-1,0,0,0,0,False,0,0
30055,"InstanceContentType#1",0,90,"Deltametrie 3.0 (episch)","","music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1b310/dunomg1b310",0,258,0,False,"","","BNpcBase#5633","There is no escape. You shall be a pawn in my games unto death.","Now then, let us have a race. Run, run, as fast as you can!",71,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#113",100,0,"InstanceContentBuff#6","Deltascape V1.0 (Savage)",-1,0,0,0,0,False,0,0
30056,"InstanceContentType#1",0,120,"Deltametrie 4.0 (episch)","","music/ex2/BGM_EX2_Omega_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1b410/dunomg1b410",0,259,0,False,"","","BNpcBase#6052","Hahaha... You shall all be given to the void!","●削除予定",72,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#114",100,0,"InstanceContentBuff#6","Deltascape V1.0 (Savage)",-1,0,0,0,4,False,0,0
30057,"InstanceContentType#1",0,120,"Endlose Schatten von Bahamut (fatal)","","music/ffxiv/BGM_Con_Ascian.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosrsh/bosrsh0a010/bosrsh0a010",0,280,0,False,"","","BNpcBase#0","O Bahamut! We shall stand guard as you make ready your divine judgment!","1 second",0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#123",100,0,"InstanceContentBuff#0","",-1,0,0,9,0,False,0,0
30058,"InstanceContentType#1",0,120,"Rabanastre","","music/ex2/BGM_EX2_Rti_01.scd","music/ex2/BGM_EX2_Rti_04.scd","ex2/dunrti/dunrti1a110/dunrti1a110",7069111,281,0,False,"","","BNpcBase#0","Arrive at the Crumbling Bridge","Writhe in the land's embrace!",0,0,0,50,0,726545,40,0,0,121090,193745,290617,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#124",75,0,"InstanceContentBuff#0","",-1,0,0,12,0,False,0,0
30059,"InstanceContentType#1",0,90,"Sigmametrie 1.0","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2a110/dunomg2a110",0,286,0,False,"","","BNpcBase#7127","That light! The data suggests extraordinary purification properties!","We've detected significant spectral activity!
Find a way to banish them!",0,0,0,100,0,266400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30060,"InstanceContentType#1",0,90,"Sigmametrie 2.0","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2a210/dunomg2a210",0,287,0,False,"","","BNpcBase#7097","I have claimed the girl in the picture!
She's mine! You can't have her!","All is without hope...",0,0,0,100,0,266400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30061,"InstanceContentType#1",0,90,"Sigmametrie 3.0","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2a310/dunomg2a310",0,288,0,False,"","","BNpcBase#7107","WEAPON SYSTEMS ONLINE...
RUNNING BASIC PROGRAM...
GUARDIAN, ENGAGED.","MAIN CANNON: TARGET ACQUIRED...
OPEN FIRE.",0,0,0,100,0,266400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#0",15,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
30062,"InstanceContentType#1",0,90,"Sigmametrie 4.0","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2a410/dunomg2a410",0,289,0,False,"","","BNpcBase#7131","Destroy! Destroy! Destroy!
I will destroy it all!","Destroy... Destroy... Destroy...
Only utter ruin will suffice...",0,0,0,100,0,266400,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#130",15,0,"InstanceContentBuff#0","",-1,0,0,0,7,False,0,0
30063,"InstanceContentType#1",0,90,"Sigmametrie 1.0 (episch)","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2b110/dunomg2b110",0,292,0,False,"","","BNpcBase#7127","That light! The data suggests extraordinary purification properties!","We've detected significant spectral activity!
Find a way to banish them!",0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#131",100,0,"InstanceContentBuff#6","",-1,0,0,0,0,False,0,0
30064,"InstanceContentType#1",0,90,"Sigmametrie 2.0 (episch)","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2b210/dunomg2b210",0,293,0,False,"","","BNpcBase#7097","I have claimed the girl in the picture!
She's mine! You can't have her!","All is without hope...",0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#132",100,0,"InstanceContentBuff#6","Sigmascape V1.0 (Savage)",-1,0,0,0,0,False,0,0
30065,"InstanceContentType#1",0,90,"Sigmametrie 3.0 (episch)","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2b310/dunomg2b310",0,294,0,False,"","","BNpcBase#7107","WEAPON SYSTEMS ONLINE...
RUNNING BASIC PROGRAM...
GUARDIAN, ENGAGED.","RUNNING EXTERMINATION PROGRAM...",0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#133",100,0,"InstanceContentBuff#6","Sigmascape V1.0 (Savage)",-1,0,0,0,0,False,0,0
30066,"InstanceContentType#1",0,120,"Sigmametrie 4.0 (episch)","","music/ex2/BGM_EX2_Sigma_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg2b410/dunomg2b410",0,295,0,False,"","","BNpcBase#7131","Destroy! Destroy! Destroy!
I will destroy it all!","Destroy... Destroy... Destroy...
Only utter ruin will suffice...",0,0,0,100,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#134",100,0,"InstanceContentBuff#6","Sigmascape V1.0 (Savage)",-1,0,4,0,7,False,0,0
30067,"InstanceContentType#1",0,120,"Heldenlied von Ultima (fatal)","","music/ex2/BGM_EX2_Ban_19.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/bosrsh/bosrsh1a010/bosrsh1a010",0,539,0,False,"","","BNpcBase#0","Heehee HAHA hahaha HEEHEE haha HEEEEEE!!!","See how the Heart of Sabik pulses with primal energy!",0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#146",100,0,"InstanceContentBuff#0","",-1,0,0,19,0,True,0,0
30068,"InstanceContentType#1",0,120,"Richtfeuer von Ridorana","","music/ex2/BGM_EX2_Rti_13.scd","music/ex2/BGM_EX2_Rti_18.scd","ex2/dunrti/dunrti2a110/dunrti2a110",7359065,550,0,False,"","","BNpcBase#0","Defeat Famfrit, the Darkening Cloud","There is no mistaking it. We are in the legendary Clockwork City of Goug!",0,0,0,50,0,726545,40,0,0,121090,193745,290617,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#145",75,0,"InstanceContentBuff#0","",-1,0,0,21,8,False,0,0
30069,"InstanceContentType#1",0,90,"Alphametrie 1.0","","music/ex2/BGM_EX2_alpha_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3a110/dunomg3a110",0,587,0,False,"","","BNpcBase#7691","Grovel in terror!
The flames hunger for your flesh!","Abandon this feeble hope.
None may rise above me!",0,0,0,100,0,310800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#151",17,0,"InstanceContentBuff#0","",-1,0,0,26,10,False,0,0
30070,"InstanceContentType#1",0,90,"Alphametrie 2.0","","music/ffxiv/BGM_Dungeon_Mor_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3a210/dunomg3a210",0,588,0,False,"","","BNpcBase#7641","Come forth, my child!
Feast upon the flesh of impudent mortals!","Overlong doth this clash endure.
Let us not allow the dance to grow stale!",0,0,0,100,0,310800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#152",17,0,"InstanceContentBuff#0","",-1,0,0,24,0,False,0,0
30071,"InstanceContentType#1",0,90,"Alphametrie 3.0","","music/ex2/BGM_EX2_alpha_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3a310/dunomg3a310",0,589,0,False,"","","BNpcBase#7695","You are the Alpha, I am the Omega.
<blip> Initiating direct analysis of subject group.","The protection field is ready, but you'll need your own defenses─this may break even your considerable limits!",0,0,0,100,0,310800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#153",17,0,"InstanceContentBuff#0","",-1,0,0,27,0,False,0,0
30072,"InstanceContentType#1",0,90,"Alphametrie 4.0","","music/ex2/BGM_EX2_alpha_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3a410/dunomg3a410",0,590,0,False,"","","BNpcBase#7635","I am the Omega and the Alpha.
I will mimic your weakness to comprehend your strength.","<blip> Warning. Calculations indicate increased probability of defeat.
<bleep> Error. Further data analysis required.",0,0,0,100,0,310800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#154",17,0,"InstanceContentBuff#0","",-1,0,0,0,11,False,0,0
30073,"InstanceContentType#1",0,90,"Alphametrie 1.0 (episch)","","music/ex2/BGM_EX2_alpha_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3b110/dunomg3b110",0,591,0,False,"","","BNpcBase#7691","Grovel in terror!
The flames hunger for your flesh!","Abandon this feeble hope.
None may rise above me!",0,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#155",100,0,"InstanceContentBuff#6","",-1,0,0,26,10,False,0,0
30074,"InstanceContentType#1",0,90,"Alphametrie 2.0 (episch)","","music/ffxiv/BGM_Dungeon_Mor_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3b210/dunomg3b210",0,592,0,False,"","","BNpcBase#7641","Come forth, my child!
Feast upon the flesh of impudent mortals!","Overlong doth this clash endure.
Let us not allow the dance to grow stale!",0,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#156",100,0,"InstanceContentBuff#6","Alphascape V1.0 (Savage)",-1,0,0,24,0,False,0,0
30075,"InstanceContentType#1",0,90,"Alphametrie 3.0 (episch)","","music/ex2/BGM_EX2_alpha_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3b310/dunomg3b310",0,593,0,False,"","","BNpcBase#7695","You are the Alpha, I am the Omega.
<blip> Initiating direct analysis of subject group.","Program loop upgrade complete.
Initiating deletion protocol.
Target: Alpha group.",0,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#157",100,0,"InstanceContentBuff#6","Alphascape V1.0 (Savage)",-1,0,0,0,9,False,0,0
30076,"InstanceContentType#1",0,120,"Alphametrie 4.0 (episch)","","music/ex2/BGM_EX2_alpha_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg3b410/dunomg3b410",0,594,0,False,"","","BNpcBase#7636","I am the Omega and the Alpha.
I will mimic your weakness to comprehend your strength.","<blip> Warning. Calculations indicate increased probability of defeat.
<bleep> Error. Further data analysis required.",0,0,0,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#158",100,0,"InstanceContentBuff#6","Alphascape V1.0 (Savage)",-1,0,0,0,11,False,0,0
30077,"InstanceContentType#1",0,120,"Kloster von Orbonne","","music/ex2/BGM_EX2_Rti_26.scd","music/ex2/BGM_EX2_Rti_34.scd","ex2/dunrti/dunrti3a110/dunrti3a110",7724987,636,0,False,"","","BNpcBase#0","Clear the Jungle's Plea","The Mist I sensed before─the aether─its flow is much stronger now. It is almost as if the guardians we defeated were somehow preventing its escape...",0,0,0,50,0,968727,40,0,0,161454,258327,387490,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,1776000,0,"InstanceContentRewardItem#160",100,0,"InstanceContentBuff#0","",-1,0,4,28,14,False,0,0
30078,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30079,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30080,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30081,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30082,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30083,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30084,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30085,"InstanceContentType#0",0,0,"","","","","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",0,0,"InstanceContentBuff#0","",0,0,0,0,0,False,0,0
30086,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35000,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35001,"InstanceContentType#13",0,30,"Debüt in der Himmlischen Arena","","","music/ffxiv/BGM_System_WinLoop.scd","",0,610,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35002,"InstanceContentType#13",0,30,"Pudding nach Art des Hauses","","","music/ffxiv/BGM_System_WinLoop.scd","",0,612,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35003,"InstanceContentType#13",0,30,"Zipacna - Aller Anfang ist schwer","","","music/ffxiv/BGM_System_WinLoop.scd","",0,613,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35004,"InstanceContentType#13",0,30,"Kreios - Der Mann aus Stahl","","","music/ffxiv/BGM_System_WinLoop.scd","",0,614,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35005,"InstanceContentType#13",0,30,"Die Bruderschaft der Kröten","","","music/ffxiv/BGM_System_WinLoop.scd","",0,615,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35006,"InstanceContentType#13",0,30,"Den Tod im Auge","","","music/ffxiv/BGM_System_WinLoop.scd","",0,616,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35007,"InstanceContentType#13",0,30,"Heißkalte Schauer","","","music/ffxiv/BGM_System_WinLoop.scd","",0,617,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35008,"InstanceContentType#13",0,30,"Explosiv - Vorhut in Blau und Rot","","","music/ffxiv/BGM_System_WinLoop.scd","",0,618,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35009,"InstanceContentType#13",0,30,"Guimauve und die sieben Gesichter des Todes","","","music/ffxiv/BGM_System_WinLoop.scd","",0,619,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
35010,"InstanceContentType#13",0,30,"Crom Dubh - König der Götzen","","","music/ffxiv/BGM_System_WinLoop.scd","",0,620,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
